EntanglementId,EGNo,EventNo,StartDate,EndDate,EntanglementComment
348,1709,2,08/03/1996,08/08/1997,10 year old male; < 2 year timeframe; MODERATE
349,1711,1,09/07/1989,8/20/1995,8 year old female; > 3 year timeframe; MINOR
350,1711,2,7/21/2002,12/23/2002,15 year old female; < 6 month timeframe; MINOR
351,1712,1,09/10/1991,08/03/1996,9 year old male; > 3 year timeframe; MINOR
352,1712,2,08/03/1996,03/10/1999,12 year old male; < 3 year timeframe; MINOR
353,1716,1,9/23/2000,08/08/2001,Adult male; < 11 month timeframe; MINOR
354,1720,1,01/01/1900,9/13/1990,Unknown age and sex; unknown timeframe; MINOR
355,1720,2,9/13/1990,5/31/2000,"Adult, unknown sex; > 3 year timeframe; GEAR; MINOR"
356,1801,2,8/26/1997,09/11/1997,9 year old male; < 1 month timeframe; MINOR
357,1802,3,3/29/1991,08/12/1991,3 year old female; < 5 month timeframe; MINOR
358,1804,1,01/01/1900,05/12/1988,"Calf, male; < 1 year timeframe; MINOR"
359,1804,4,09/03/2000,03/08/2001,13 year old male; < 7 month timeframe; MINOR
360,1806,1,6/22/1989,09/04/1989,1 year old female; < 3 month timeframe; MINOR
361,1815,2,09/05/1996,08/02/1997,Adult female; < 1 year timeframe; MINOR
362,1815,3,9/20/2001,8/22/2002,Adult female; < 1 year timeframe; GEAR; SEVERE
363,1901,1,9/25/1995,07/11/1996,7 year old male; < 10 month timeframe; MINOR
364,1907,1,10/15/1989,8/16/1990,1 year old female; < 11 month timeframe; GEAR; SEVERE
365,1909,1,01/01/1900,7/28/1989,"Calf, female; < 1 year timeframe; MINOR"
366,1909,2,8/20/1993,9/16/1994,5 year old female; < 13 month timeframe; MINOR
367,1909,3,08/04/1998,07/06/1999,10 year old female; < 1 year timeframe; MINOR
368,1911,2,10/08/1995,03/10/1996,7 year old female; < 6 month timeframe; MINOR
369,1911,3,3/17/2001,7/19/2001,12 year old female; < 5 month timeframe; MINOR
370,1931,1,01/01/1900,8/18/1989,"Calf, female; < 1 year timeframe; MINOR"
371,1933,1,9/20/1995,07/11/1996,7 year old female; < 1 year timeframe; MINOR
372,1946,1,10/15/1989,07/07/1990,1 year old female; < 9 month timeframe; MODERATE
373,1946,2,01/11/1997,7/26/1997,8 year old female; < 7 month timeframe; MINOR
375,1950,2,02/03/1997,7/13/1997,Adult female; < 5 month timeframe; MODERATE
376,1954,1,10/15/1989,8/15/1990,1 year old female; < 10 month timeframe; MINOR
377,1968,2,9/17/1996,08/02/1997,8 year old female; < 11 month timeframe; MODERATE
378,1971,1,8/20/1996,6/24/1997,8 year old male; < 11 month timeframe; GEAR; MODERATE
380,2018,1,01/01/1900,8/15/1990,"Calf, male; < 1 year timeframe; MINOR"
381,2018,2,09/01/1990,8/24/1991,1 year old male; < 1 year timeframe; MINOR
384,2027,1,01/01/1900,8/15/1990,"Calf, male; < 1 year timeframe; MINOR"
385,2027,3,8/26/1997,09/12/1997,7 year old male; < 1 month timeframe; GEAR; MINOR
386,2027,2,8/24/1996,08/03/1997,7 year old male; < 1 year timeframe; MINOR
388,2029,1,01/01/1900,8/15/1990,"Calf, female; < 1 year timeframe; MINOR"
389,2029,3,09/08/1991,8/21/1992,2 year old female; < 1 year timeframe; MODERATE
390,2029,4,09/04/1997,08/04/1998,8 year old female; < 1 year timeframe; MINOR
391,2030,3,09/08/1996,08/01/1997,Unknown age female; < 1 year timeframe; MODERATE
392,2030,4,09/11/1997,05/10/1999,Adult female; < 2 year timeframe; GEAR; SEVERE; DEAD
393,2040,1,8/22/1993,09/03/1994,4 year old female; < 13 month timeframe; MINOR
394,2040,3,07/03/2002,8/24/2002,12 year old female; < 2 month timeframe; GEAR; MODERATE
395,2040,2,10/24/1995,7/28/2001,11 year old female; > 3 year timeframe; MINOR
396,2048,1,01/01/1900,8/15/1990,"Calf, male; < 1 year timeframe; MINOR"
397,2048,3,3/31/1996,04/05/1996,6 year old male; < 6 day timeframe; MINOR
398,2050,2,9/27/2000,7/18/2001,Adult female; < 1 year timeframe; MINOR
399,2057,1,01/01/1900,8/16/1990,"Calf, male; < 1 year timeframe; MINOR"
400,2057,2,08/11/1996,6/29/1997,7 year old male; < 1 year timeframe; MINOR
401,2110,2,09/08/1995,9/16/1995,4 year old male; < 11 day timeframe; GEAR; MINOR
402,2110,3,9/19/1999,07/08/2000,9 year old male; < 10 month timeframe; MINOR
403,2114,2,5/23/1999,08/02/1999,8 year old female; < 3 month timeframe; MODERATE
405,2123,1,6/29/1991,8/25/1991,"Calf, female; < 2 month timeframe; MINOR"
406,2123,2,10/08/1992,1/28/1993,2 year old female; < 4 month timeframe; MINOR
407,2123,3,09/06/1997,08/05/1998,7 year old female; < 1 year timeframe; MINOR
408,2123,4,8/13/1998,6/19/1999,8 year old female; < 1 year timeframe; MINOR
409,2135,2,2/20/1998,09/09/1998,7 year old female; < 7 month timeframe; MINOR
413,2140,2,08/06/1998,5/30/1999,8 year old male; < 10 month timeframe; MODERATE
414,2143,1,9/30/1995,07/07/1996,5 year old female; < 10 month timeframe; MINOR
415,2145,1,01/01/1900,3/26/1991,"Calf, female; < 6 month timeframe; MINOR"
416,2151,1,08/09/1994,11/17/1994,"3 year old, unknown sex; < 4 month timeframe; GEAR; SEVERE"
417,2158,1,8/24/1991,8/13/1992,1 year old male; < 1 year timeframe; MINOR
418,2158,2,8/27/1993,8/19/1994,3 year old male; < 1 year timeframe; MINOR
420,2201,1,9/25/1992,3/20/1993,1 year old male; < 6 month timeframe; MINOR
421,2201,2,1/26/1996,08/04/1996,4 year old male; < 7 month timeframe; MINOR
422,2209,2,08/05/1993,9/21/1994,2 year old male; < 14 month timeframe; MINOR
424,2212,1,01/01/1900,08/08/1992,"Calf, male; < 1 year timeframe; MINOR"
425,2212,2,10/08/1995,7/25/1996,4 year old male; < 10 month timeframe; MINOR
426,2212,3,8/16/1996,8/23/1997,5 year old male; < 13 month timeframe; GEAR; SEVERE
427,2223,1,01/01/1900,08/07/1992,"Calf, female; < 1 year timeframe; MINOR"
428,2223,2,09/02/1992,07/12/1993,1 year old female; < 10 month timeframe; MINOR
429,2223,3,8/20/1993,8/19/1994,2 year old female; < 1 year timeframe; MINOR
430,2223,4,09/01/1996,08/02/1997,5 year old female; < 1 year timeframe; MINOR
431,2223,5,4/29/1998,08/03/1998,6 year old female; < 4 month timeframe; MINOR
432,2223,6,04/07/2000,7/25/2000,8 year old female; < 4 month timeframe; GEAR; MODERATE
434,2233,1,9/26/1992,07/09/1993,1 year old female; < 10 month timeframe; GEAR; SEVERE
435,2240,3,9/23/2000,1/17/2001,Adult female; < 4 month timeframe; MINOR
436,2271,2,8/22/1996,08/03/1997,5 year old male; < 1 year timeframe; MINOR
437,2301,2,2/15/1996,01/01/1997,4 year old female; < 1 year timeframe; MINOR
438,2303,1,9/26/1994,03/03/1995,2 year old male; < 6 month timeframe; MINOR
439,2303,2,9/30/1995,07/07/1996,3 year old male; < 10 month timeframe; MINOR
440,2304,2,10/04/1997,08/04/1998,5 year old male; < 10 month timeframe; MINOR
442,2340,3,09/07/1996,7/27/1997,Unknown age male; < 1 year timeframe; MINOR
443,2406,3,03/07/1998,08/03/1998,4 year old male; < 5 month timeframe; MODERATE
444,2410,2,08/04/1996,08/03/1997,Unknown age male; < 1 year timeframe; MINOR
445,2410,3,09/06/1997,08/02/1998,Unknown age male; < 11 month timeframe; MODERATE
446,2427,3,9/17/1996,08/02/1997,3 year old male; < 11 month timeframe; MODERATE
447,2427,4,3/17/2001,7/20/2001,7 year old male; < 5 month timeframe; GEAR; SEVERE
448,2430,2,9/27/1996,08/02/1997,Unknown age female; < 11 month timeframe; MINOR
449,2440,1,8/31/1996,7/26/1997,3 year old male; < 11 month timeframe; MINOR
450,2440,2,9/19/1999,7/15/2000,6 year old male; < 10 month timeframe; MINOR
451,2540,1,10/03/1997,08/02/1998,Unknown age male; < 10 month timeframe; MINOR
452,2557,1,02/08/1996,8/29/1997,2 year old female; < 2 year timeframe; GEAR; SEVERE
453,2601,1,09/08/1996,08/02/1997,1 year old female; < 11 month timeframe; MINOR
454,2602,2,07/12/1999,07/08/2000,4 year old male; < 1 year timeframe; MINOR
455,2608,1,08/06/1998,7/18/1999,3 year old male; < 1 year timeframe; MODERATE
456,2611,2,9/16/1998,7/13/1999,3 year old female; < 10 month timeframe; MODERATE
457,2611,3,09/03/1999,7/20/2000,4 year old female; < 11 month timeframe; MODERATE
458,2617,2,08/05/1998,08/02/1999,3 year old female; < 1 year timeframe; MINOR
459,2645,2,09/02/1998,03/03/1999,3 year old female; < 7 month timeframe; MINOR
460,2660,1,9/16/1996,7/25/1997,1 year old female; < 1 year timeframe; MINOR
461,2701,2,09/12/1999,1/19/2000,3 year old female; < 1 year timframe; GEAR; MODERATE/DEAD
462,2710,2,6/19/1999,7/21/1999,2 year old female; < 2 month timeframe; GEAR; MODERATE
463,2740,2,9/27/2000,08/04/2001,4 year old male; < 11 month timeframe; MINOR
464,2746,1,01/01/1900,12/18/1997,"Calf, female; < 14 month timeframe; MINOR"
465,2746,2,9/14/1999,07/12/2000,3 year old female; < 10 month timeframe; GEAR; MINOR
466,2750,1,01/01/1900,7/13/1997,"Calf, male; < 1 year timeframe; MINOR"
467,2750,3,8/19/2001,2/23/2002,5 year old male; < 7 month timeframe; MINOR
468,2753,1,01/01/1900,6/27/1997,"Calf, female; < 9 month timeframe; MINOR"
469,2753,2,09/03/1998,06/05/1999,2 year old female; < 1 year timeframe; GEAR; MINOR
471,2790,2,9/14/1999,6/29/2000,Unknown age female; < 10 month timeframe; MODERATE
472,2791,2,8/21/1999,08/09/2000,Unknown age female< 1 year timeframe; MINOR
473,2791,3,8/31/2000,05/01/2001,Unknown age female; < 9 month timeframe; MINOR
474,3101,1,5/17/2001,7/27/2001,"Calf, female; < 3 month timeframe; MINOR"
475,3102,1,01/01/1900,7/21/2001,"Calf, female; < 1 year timeframe; MINOR"
476,3107,1,12/08/2001,07/06/2002,1 year old female; < 7 month timeframe; GEAR; SEVERE
477,3145,1,01/01/1900,05/09/2001,"Calf, female; < 6 month timeframe; MINOR"
478,3208,1,03/10/2002,7/28/2002,"Calf, male; < 5 month timeframe; MINOR"
479,1801,1,10/07/1988,09/08/1991,3 year old male; < 3 year timeframe; MINOR
480,1802,1,01/01/1900,3/23/1989,1 year old female; < 2 year timeframe; MINOR
481,1803,1,01/01/1900,08/12/1991,3 year old male; unknown timeframe; MINOR
483,1803,2,04/05/1996,8/27/1997,9 year old male; < 2 year timeframe; MINOR
484,1803,3,10/14/1997,5/28/1999,11 year old male; < 2 year timeframe; MINOR
485,1804,2,9/26/1992,08/07/1994,6 year old male; < 2 year timeframe; MINOR
486,1804,3,10/04/1995,7/27/1997,9 year old male; < 2 year timeframe; MINOR
487,1805,1,9/14/1991,4/30/2001,Adult male; > 3 year timeframe; MINOR
488,1810,1,01/01/1900,8/31/1988,Unknown age female; unknown timeframe; MINOR
489,1810,2,2/25/1998,1/17/2002,Adult female; > 3 year timeframe; MINOR
490,1812,1,01/01/1900,09/01/1988,Unknown age female; unknown timeframe; MINOR
491,1813,1,01/01/1900,08/03/1997,Adult male; unknown timeframe; MINOR
492,1815,1,01/01/1900,09/01/1988,Unknown age female; unknown timeframe; MINOR
493,1816,1,01/01/1900,4/30/1988,Unknown age female; unknown timeframe; MINOR
494,1817,1,8/28/1989,09/12/1993,Unknown age female; > 3 year timeframe; MINOR
495,1817,2,9/17/1997,04/11/1999,Adult female; < 2 year timeframe; MINOR
496,1819,1,01/01/1900,09/08/1988,Unknown age male; unknown timeframe; MINOR
498,1820,1,01/01/1900,09/11/1990,Unknown age male; unknown timeframe; MINOR
500,1820,2,04/09/1996,7/29/1997,Adult male; < 2 year timeframe; MINOR
501,1903,1,01/01/1900,09/01/1990,1 year old male; < 2 year timeframe; MINOR
502,1013,2,05/02/1999,2/29/2004,Adult female; > 3 year timeframe; MINOR
503,2030,1,01/01/1900,6/29/1990,Unknown age female; unknown timeframe; MINOR
504,2030,2,07/09/1990,9/22/1994,Unknown age female; > 3 year timeframe; MINOR
505,1911,1,9/25/1989,3/13/1995,6 year old female; > 3 year timeframe; MINOR
506,1920,1,01/01/1900,8/15/1990,1 year old male; < 2 year timeframe; MINOR
507,1920,2,10/03/1997,7/18/1999,10 year old male; < 2 year timeframe; MINOR
508,1930,1,01/01/1900,09/04/1989,Unknown age male; unknown timeframe; MINOR
509,1934,1,8/13/1989,09/10/1991,2 year old female; < 2 year timeframe; MINOR
511,1940,1,01/01/1900,06/01/2000,"Adult, unknown sex; unknown timeframe; MINOR"
512,1941,1,01/01/1900,8/16/1990,1 year old female; < 2 year timeframe; MODERATE
513,1950,1,01/01/1900,08/04/1995,Unknown age female; unknown timeframe; MINOR
514,1960,1,01/01/1900,8/27/1989,Unknown age male; unknown timeframe; MINOR
515,1968,1,10/15/1989,8/19/1994,5 year old female; > 3 year timeframe; MINOR
516,1980,1,01/01/1900,8/28/1989,Unknown age male; unknown timeframe; MODERATE
517,1981,1,01/01/1900,8/15/1990,"1 year old, unknown sex; < 2 year timeframe; MINOR"
518,1981,2,09/08/1995,7/29/1997,"8 year old, unknown sex; < 2 year timeframe; MINOR"
519,2010,1,8/25/2000,07/07/2001,11 year old male; < 1 year timeframe; MINOR
520,2018,3,10/08/1992,08/01/1995,5 year old male; < 3 year timeframe; MINOR
522,2042,1,10/04/1995,07/04/1999,9 year old female; > 3 year timeframe; MINOR
523,2042,2,09/02/1999,12/17/1999,10 year old female; < 4 month timeframe; MINOR
524,2048,2,10/02/1990,08/07/1993,3 year old male; < 3 year timeframe; MINOR
526,2050,1,01/01/1900,10/17/1990,Unknown age female; unknown timeframe; MINOR
528,2057,3,8/20/1997,02/08/2001,11 year old male; > 3 year timeframe; MODERATE
529,1608,5,9/21/2003,4/25/2004,18 year old female; < 8 month timeframe; SEVERE
530,2460,1,01/01/1900,08/12/1994,Unknown age female; unknown timeframe; MINOR
531,2470,1,01/01/1900,7/15/1994,Unknown age male; unknown timeframe; MINOR
532,2470,2,10/03/1995,03/10/1996,Unknown age male; < 6 month timeframe; MINOR
533,2470,3,3/25/1998,5/28/1999,Unknown age male; < 15 month timeframe; MINOR
534,2479,1,9/26/1994,8/23/1995,1 year old male; < 1 year timeframe; MINOR
535,2503,1,01/01/1900,07/06/1996,1 year old female; < 2 year timeframe; MINOR
536,2510,1,01/01/1900,7/26/2001,Unknown age male; unknown timeframe; MINOR
537,2520,1,01/01/1900,02/07/1999,Unknown age female; unknown timeframe; MINOR
538,2530,1,9/20/1995,8/26/1996,Unknown age male; < 1 year timeframe; MINOR
539,2541,1,01/01/1900,07/12/1997,2 year old male; < 3 year timeframe; MINOR
540,3317,1,01/01/1900,9/14/2004,1 year old female; < 2 year timeframe; MINOR
541,3109,1,01/01/1900,8/17/2002,1 year old male; < 2 year timeframe; MINOR
542,3040,1,7/24/2000,9/13/2001,Unknown age male; < 14 month timeframe; GEAR; MINOR
543,2930,1,01/01/1900,3/31/1999,Unknown age male; unknown timeframe; MODERATE
544,2810,1,01/01/1900,8/26/2000,2 year old male; < 3 year timeframe; MINOR
545,2795,1,01/01/1900,7/29/1997,Unknown age male; unknown timeframe; MINOR
546,2770,1,8/26/1997,7/18/1999,Unknown age male; < 2 year timeframe; MINOR
547,2760,1,01/01/1900,7/30/1998,Unknown age male; unknown timeframe; MINOR
548,2753,3,9/17/2001,8/20/2002,5 year old female; < 1 year timeframe; MINOR
549,2743,1,01/01/1900,08/03/1998,1 year old male; < 2 year timeframe; MINOR
550,2740,1,8/26/1997,3/14/1999,2 year old male; < 2 year timeframe; MINOR
551,2720,1,01/01/1900,08/02/1997,Unknown age and sex; unknown timeframe; MINOR
552,2710,1,01/01/1900,08/04/1998,1 year old female; < 2 year timeframe; MINOR
553,2709,1,01/01/1900,08/06/1998,1 year old male; < 2 year timeframe; MINOR
554,2645,1,01/01/1900,08/01/1997,1 year old female; < 2 year timeframe; MINOR
555,2640,1,01/01/1900,7/31/2001,5 year old male; unknown timeframe; MINOR
556,2617,1,01/01/1900,6/16/1996,"Calf, female; < 9 month timeframe; MINOR"
557,2614,2,2/20/1998,6/21/1999,3 year old female; < 2 year timeframe; MODERATE
558,2611,1,01/01/1900,08/03/1997,1 year old female; < 2 year timeframe; MINOR
560,1033,1,01/01/1900,03/07/1985,Unknown age male; unknown timeframe; MINOR
562,3210,1,01/01/1900,8/28/2002,Unknown age male; unknown timeframe; GEAR; SEVERE
563,3181,1,01/01/1900,7/16/2001,"Calf, male; < 1 year timeframe; MINOR"
564,2820,1,01/01/1900,08/02/1999,Unknown age male; unknown timeframe; MINOR
565,2794,1,01/01/1900,10/05/1997,Unknown age and sex; unknown timeframe; MINOR
566,2791,1,01/01/1900,08/10/1997,Unknown age female; unknown timeframe; MINOR
567,2790,1,01/01/1900,08/04/1997,Unknown age female; unknown timeframe; MINOR
568,2780,1,10/13/1997,07/12/1999,Unknown age male; < 2 year timeframe; MINOR
569,2730,1,01/01/1900,8/26/1997,Unknown age and sex; unknown timeframe; MINOR
571,2705,1,01/01/1900,7/18/1999,2 year old male; < 3 year timeframe; MINOR
572,2704,1,01/01/1900,7/24/1998,1 year old male; < 2 year timeframe; MINOR
573,2701,1,9/17/1997,7/26/1998,1 year old female; < 10 month timeframe; MODERATE
575,2620,1,01/01/1900,08/03/1997,Unknown age and sex; unknown timeframe; MINOR
576,2605,1,01/01/1900,7/19/1997,1 year old female; < 2 year timeframe; MINOR
577,2605,2,09/06/1997,08/11/1999,3 year old female; < 2 year timeframe; MODERATE
578,2550,1,01/01/1900,08/06/1995,Unknown age and sex; unknown timeframe; MINOR
579,2450,1,01/01/1900,8/17/1994,Unknown age female; unknown timeframe; MINOR
580,2430,1,01/01/1900,7/30/1994,Unknown age female; unknown timeframe; MINOR
581,2427,1,4/22/1994,8/17/1995,1 year old male; < 16 month timeframe; MINOR
582,2427,2,10/03/1995,2/27/1996,2 year old male; < 4 month timeframe; MINOR
583,2425,1,01/01/1900,8/16/1994,"Calf, female; < 1 year timeframe; MINOR"
584,2425,2,10/08/1995,08/02/1997,3 year old female; < 2 year timeframe; MINOR
585,2413,1,9/20/1995,08/05/1996,2 year old female; < 11 month timeframe; MINOR
586,2410,1,01/01/1900,8/31/1994,Unknown age male; unknown timeframe; MINOR
588,2406,1,01/01/1900,3/23/1994,"Calf, male; < 6 month timeframe; MINOR"
589,2406,2,4/15/1994,8/26/1996,2 year old male; < 16 month timeframe; MINOR
590,2404,1,1/27/1994,2/22/1994,"Calf, unknown sex; < 1 month timeframe; SEVERE"
591,2366,1,8/22/1993,12/21/1993,"Calf, male; < 4 month timeframe; GEAR; SEVERE/DEAD"
592,2350,1,01/01/1900,8/22/1993,Unknown age male; unknown timeframe; MINOR
594,2350,2,9/22/1995,09/01/1996,Unknown age male; < 1 year timeframe; MINOR
596,2340,1,01/01/1900,8/20/1993,Unknown age male; unknown timeframe; MINOR
597,2340,2,8/30/1993,7/17/1994,Unknown age male; < 11 month timeframe; MINOR
598,2340,4,10/13/1997,07/12/1999,Unknown age male; < 2 year timeframe; MINOR
599,2330,1,01/01/1900,7/28/1993,Unknown age female; unknown timeframe; MODERATE
600,2320,1,01/01/1900,01/08/1993,Unknown age female; unknown timeframe; MINOR
601,2304,1,06/05/1993,9/26/1994,1 year old male; < 15 month timeframe; MINOR
602,2301,1,01/01/1900,9/13/1994,1 year old female; < 2 year timeframe; MINOR
603,2271,1,9/14/1992,8/19/1994,2 year old male; < 2 year timeframe; MINOR
604,2260,1,01/01/1900,04/09/1998,Unknown age and sex; unknown timeframe; MINOR
605,2250,1,01/01/1900,9/21/1992,Unknown age male; unknown timeframe; MINOR
606,2240,1,01/01/1900,01/09/1992,Unknown age female; unknown timeframe; MINOR
607,2240,2,10/03/1997,4/15/1999,Unknown age female; < 16 month timeframe; MINOR
608,2220,1,9/26/1992,08/11/1994,Unknown age male; < 2 year timeframe; MINOR
609,2215,1,09/08/1995,08/03/1997,5 year old male; < 2 year timeframe; MINOR
610,2210,1,01/01/1900,09/09/1992,Unknown age female; unknown timeframe; MINOR
611,2209,1,01/01/1900,3/26/1993,1 year old male; < 2 year timeframe; MINOR
612,2158,4,4/21/1998,7/18/1999,8 year old male; < 15 month timeframe; MINOR
613,2150,1,01/01/1900,8/22/1994,Unknown age female; unknown timeframe; MINOR
615,2142,1,9/19/1995,08/02/1997,6 year old male; < 2 year timeframe; MINOR
616,2140,1,01/01/1900,8/15/1992,1 year old male; < 2 year timeframe; MINOR
617,2135,1,01/01/1900,8/21/1992,1 year old male; < 2 year timeframe; MINOR
618,2120,1,01/01/1900,8/19/1994,Unknown age female; unknown timeframe; MINOR
619,2114,1,8/28/1991,5/29/1993,2 year old female; < 2 year timeframe; MINOR
622,2110,1,01/01/1900,9/13/1992,1 year old male; < 2 year timeframe; MINOR
623,2605,3,8/27/2002,4/14/2003,7 year old female; < 8 month timeframe; MODERATE
624,2320,3,08/02/2002,08/04/2002,Adult female; 2 day timeframe; GEAR; MODERATE
625,2212,4,8/20/1998,09/12/1998,6 year old male; < 1 month timeframe; GEAR in mouth; MINOR
626,1144,2,8/25/1994,09/05/1996,Adult male; < 3 year timeframe; MINOR
627,2220,2,10/03/1995,03/09/1996,Unknown age male; < 7 month timeframe; GEAR; SEVERE; DEAD from shipstrike?
628,1820,3,4/18/2004,9/24/2004,Adult male; < 6 month timeframe; MINOR
629,2123,5,9/22/2003,09/02/2004,13 year old female; < 1 year timeframe; MINOR
630,2145,2,06/04/2004,08/07/2004,13 year old female; < 3 month timeframe; MINOR
631,2240,4,09/01/2002,1/14/2003,Adult female; < 4 month timeframe; GEAR; SEVERE
632,1056,2,5/20/2002,05/05/2004,"Adult, unknown sex; < 2 year timeframe; MINOR"
633,2301,3,9/18/2003,09/06/2004,11 year old female; < 1 year timeframe; SEVERE; GEAR; DEAD in March 05
634,2330,2,9/15/2001,8/26/2002,Adult female; < 1 year timeframe; MINOR
635,2360,1,01/01/1900,9/24/2004,Adult female; unknown timeframe; MINOR
636,1156,2,9/30/1995,9/22/2004,Adult male; > 3 year timeframe; MINOR
637,1430,3,08/01/2002,5/20/2003,Adult female; < 10 month timeframe; GEAR; SEVERE
638,1331,2,9/17/1988,4/23/2001,Adult male; > 3 year timeframe; MINOR
639,1113,3,09/08/1991,8/31/1999,Adult male; > 3 year timeframe; MINOR
640,1802,2,3/23/1989,3/15/1990,2 year old female; < 1 year timeframe; MINOR
641,1802,4,8/23/1992,2/26/1993,5 year old female; < 7 month timeframe; MINOR
642,1812,2,09/09/1988,7/30/1995,Unknown age female; > 3 year timeframe; MINOR
643,3292,1,4/24/2002,12/29/2002,"Calf, female; < 9 month timeframe; MINOR"
644,3194,1,01/01/1900,9/15/2004,Unknown age female; unknown timeframe; MINOR
645,2158,3,9/21/1994,8/28/1995,4 year old male; < 1 year timeframe; MINOR
646,2029,2,09/01/1990,8/25/1991,1 year old female; < 1 year timeframe; MINOR
647,3150,1,09/12/2001,8/24/2002,1 year old male; < 1 year timeframe; MINOR
648,2904,1,06/04/2000,05/02/2001,2 year old unknown sex; < 1 year timeframe; MINOR
649,3329,1,9/21/2003,06/04/2004,1 year old female; < 9 month timeframe; MINOR
650,3312,1,7/28/2003,2/19/2004,1 year old male; < 7 month timeframe; MODERATE
651,3370,1,01/01/1900,2/24/2004,Unknown age female; unknown timeframe; MINOR
652,3340,1,03/02/2003,2/21/2004,1 year old male; < 1 year timeframe; MODERATE
653,3241,1,01/01/1900,8/20/2003,1 year old male; < 2 year timeframe; MINOR
654,1017,3,09/06/2000,05/11/2001,Adult male; < 1 year timeframe; MODERATE
655,2630,1,01/01/1900,08/04/1997,Unknown age male; unknown timeframe; MINOR
656,2630,2,9/14/2000,8/29/2003,Unknown age male; < 3 year timeframe; MINOR
657,2681,1,09/11/1996,5/14/1999,3 year old male; < 3 year timeframe; MINOR
658,1170,3,9/25/1992,8/13/1993,12 year old male; < 1 year timeframe; MINOR
659,1150,2,8/27/1993,8/31/1995,Adult male; < 3 year timeframe; MINOR
660,2530,2,09/06/1997,08/03/1999,Unknown age male; < 2 year timeframe; MINOR
661,2642,1,08/11/1999,7/27/2001,5 year old female; < 2 year timeframe; MINOR
662,2602,1,09/11/1996,08/03/1997,1 year old male; < 1 year timeframe; MINOR
663,2713,1,9/13/1998,06/11/2001,4 year old male; < 3 year timeframe; MODERATE
664,2920,1,5/28/1999,02/08/2000,Unknown age and sex; < 9 month timeframe; MODERATE
665,2750,2,10/14/1997,2/24/1999,2 year old male; < 2 year timeframe; MINOR
666,3193,1,4/21/2004,09/06/2004,Unknown age male; < 6 month timeframe; MINOR
667,3290,1,06/04/2002,5/20/2003,1 year old female; < 1 year timeframe; MINOR
668,3240,1,01/01/1900,8/14/2003,1 year old female; < 2 year timeframe; MINOR
670,2615,1,01/01/1900,08/02/1999,3 year old male; unknown timeframe; MINOR
671,2830,2,9/18/2003,2/24/2004,Unknown age male; < 6 month timeframe; MINOR
672,2830,1,01/01/1900,7/30/1998,Unknown age male; unknown timeframe; MINOR
673,2910,1,01/01/1900,1/21/1999,Unknown age male; unknown timeframe; MINOR
674,1705,2,9/16/1995,12/23/1995,9 year old female; < 4 month timeframe; MODERATE
675,1153,2,09/08/1980,7/27/1982,2 year old female; < 2 year timeframe; MINOR
676,1154,1,01/01/1900,8/19/1981,Unknown age male; unknown timeframe; MINOR
677,1154,2,9/21/1986,06/07/2001,Adult male; > 3 year timeframe; MINOR
678,2610,1,01/01/1900,01/09/1996,Unknown age female; unknown timeframe; MODERATE
679,3101,2,9/17/2002,12/17/2002,1 year old female; < 3 month timeframe; MINOR
680,1027,3,5/20/2005,08/12/2005,Adult female; <3 month timeframe; SEVERE
681,1123,3,06/09/2005,8/26/2005,24 year old female; < 3 month timeframe; MINOR
682,1131,3,11/17/2003,8/25/2006,Adult male; <3 year timeframe; MINOR
683,1150,4,9/18/2003,8/26/2004,Adult male; < 1 year timeframe; MINOR
684,1156,3,9/22/2004,8/14/2005,Adult male; < 1 year timeframe; MODERATE
685,1158,5,3/20/2005,5/23/2006,Adult female; < 2 year timeframe; MINOR
686,1167,5,9/27/2004,06/08/2005,Adult male; < 1 year timeframe; GEAR; SEVERE
687,1170,5,9/25/2005,08/09/2006,25 year old male; < 1 year timeframe; MINOR
688,1303,2,5/31/2004,01/09/2005,Adult female; < 1 year timeframe; MODERATE
689,1307,3,6/20/2002,05/04/2005,Adult male; < 3 year timeframe; MINOR
690,1403,2,5/24/2006,9/17/2006,22 year old male; < 4 month timeframe; GEAR; SEVERE
691,1423,3,06/03/2002,3/24/2005,"Adult, unknown sex; < 3 year timeframe; MODERATE"
692,1503,3,4/27/2004,02/01/2005,20 year old female; < 1 year timeframe; MINOR
693,1613,3,6/28/2003,7/20/2005,19 year old male; < 3 year timeframe; MODERATE
694,1620,1,10/25/1986,6/19/2002,Adult female; > 3 year timeframe; MINOR
695,1628,2,8/25/1997,05/01/2001,"Adult, unknown sex; > 3 year timeframe; MINOR"
696,1706,5,8/23/2000,9/23/2000,13 year old female; < 1 month timeframe; MINOR
697,1719,1,01/01/1900,05/12/2002,Adult female; unknown timeframe; MINOR
698,1801,3,9/25/2005,01/02/2006,18 year old male; < 4 month timeframe; MINOR
699,1802,5,06/08/2005,09/05/2005,17 year old female; < 3 month timeframe; MINOR
700,1804,5,9/17/2003,7/13/2005,17 year old male; < 2 year timeframe; MINOR
701,1805,2,05/09/2001,6/20/2005,Adult male; > 3 year timeframe; MODERATE
703,1409,2,02/01/1996,04/04/2001,17 year old male; > 3 year timeframe; MINOR
704,1279,1,01/01/1900,8/14/2005,Adult male; unknown timeframe; MINOR
705,1248,1,01/01/1900,02/01/1982,Unknown age female; unknown timeframe; MINOR
